Date,CAT,Price
2004-01-09,76,
2004-01-16,70,
2004-01-23,74,
2004-01-30,72,
2004-02-06,68,78.50
2004-02-13,69,77.42
2004-02-20,73,76.82
2004-02-27,72,75.75
2004-03-05,70,76.37
2004-03-12,82,74.93
2004-03-19,70,76.30
2004-03-26,74,77.44
2004-04-02,70,81.20
2004-04-09,74,
2004-04-16,69,81.97
2004-04-23,71,81.96
2004-04-30,69,77.73
2004-05-07,67,77.12
2004-05-14,66,75.69
2004-05-21,67,73.03
2004-05-28,67,75.35
2004-06-04,65,75.50
2004-06-11,69,
2004-06-18,65,74.42
2004-06-25,66,78.15
2004-07-02,69,76.72
2004-07-09,69,77.08
2004-07-16,72,77.81
2004-07-23,72,73.22
2004-07-30,74,73.49
2004-08-06,73,70.25
2004-08-13,70,71.75
2004-08-20,73,72.24
2004-08-27,71,73.70
2004-09-03,68,73.56
2004-09-10,67,75.10
2004-09-17,68,76.12
2004-09-24,91,74.76
2004-10-01,73,80.60
2004-10-08,71,79.50
2004-10-15,71,81.09
2004-10-22,70,77.34
2004-10-29,70,80.54
2004-11-05,65,87.17
2004-11-12,70,89.97
2004-11-19,67,90.18
2004-11-26,66,92.80
2004-12-03,65,90.92
2004-12-10,68,91.62
2004-12-17,68,94.24
2004-12-24,79,
2004-12-31,68,97.51
2005-01-07,67,93.38
2005-01-14,67,93.69
2005-01-21,67,89.23
2005-01-28,67,87.46
2005-02-04,68,91.90
2005-02-11,69,92.78
2005-02-18,66,90.84
2005-02-25,64,94.82
2005-03-04,66,99.96
2005-03-11,67,99.00
2005-03-18,64,96.40
2005-03-25,66,
2005-04-01,63,90.15
2005-04-08,64,90.69
2005-04-15,64,83.46
2005-04-22,63,89.81
2005-04-29,66,88.05
2005-05-06,67,90.16
2005-05-13,66,89.00
2005-05-20,64,93.63
2005-05-27,67,94.31
2005-06-03,64,93.97
2005-06-10,63,97.02
2005-06-17,65,100.20
2005-06-24,65,96.86
2005-07-01,64,95.93
2005-07-08,64,98.70
2005-07-15,67,50.67
2005-07-22,68,52.41
2005-07-29,69,53.91
2005-08-05,68,53.61
2005-08-12,69,54.80
2005-08-19,69,54.82
2005-08-26,70,53.49
2005-09-02,67,58.25
2005-09-09,65,58.86
2005-09-16,67,57.72
2005-09-23,70,58.92
2005-09-30,67,58.75
2005-10-07,73,56.62
2005-10-14,72,54.74
2005-10-21,71,48.92
2005-10-28,73,51.07
2005-11-04,73,53.55
2005-11-11,73,54.87
2005-11-18,72,57.28
2005-11-25,71,57.95
2005-12-02,73,58.81
2005-12-09,73,58.09
2005-12-16,72,59.64
2005-12-23,74,58.51
2005-12-30,69,57.77
2006-01-06,77,60.45
2006-01-13,75,62.33
2006-01-20,70,60.78
2006-01-27,73,67.53
2006-02-03,72,68.13
2006-02-10,69,68.75
2006-02-17,66,72.05
2006-02-24,73,72.70
2006-03-03,72,74.61
2006-03-10,67,70.95
2006-03-17,68,76.23
2006-03-24,71,75.50
2006-03-31,69,71.81
2006-04-07,67,74.92
2006-04-14,68,
2006-04-21,68,77.87
2006-04-28,66,75.74
2006-05-05,69,79.98
2006-05-12,65,77.81
2006-05-19,65,72.78
2006-05-26,65,74.42
2006-06-02,64,72.81
2006-06-09,65,67.52
2006-06-16,67,70.55
2006-06-23,68,72.14
2006-06-30,67,74.48
2006-07-07,66,72.58
2006-07-14,69,69.19
2006-07-21,71,68.35
2006-07-28,70,71.21
2006-08-04,68,73.10
2006-08-11,69,67.03
2006-08-18,72,68.31
2006-08-25,69,65.99
2006-09-01,65,67.27
2006-09-08,65,67.32
2006-09-15,66,65.43
2006-09-22,66,62.77
2006-09-29,65,65.80
2006-10-06,67,68.05
2006-10-13,65,69.08
2006-10-20,68,59.00
2006-10-27,69,61.27
2006-11-03,68,60.43
2006-11-10,66,59.60
2006-11-17,70,60.94
2006-11-24,74,62.87
2006-12-01,65,61.19
2006-12-08,66,63.40
2006-12-15,66,61.82
2006-12-22,65,60.59
2006-12-29,64,61.33
2007-01-05,76,60.22
2007-01-12,65,59.74
2007-01-19,61,59.37
2007-01-26,63,61.09
2007-02-02,62,65.25
2007-02-09,62,64.80
2007-02-16,63,67.67
2007-02-23,64,67.26
2007-03-02,62,63.04
2007-03-09,64,64.40
2007-03-16,65,63.16
2007-03-23,83,66.88
2007-03-30,71,67.03
2007-04-06,74,
2007-04-13,65,66.79
2007-04-20,64,71.82
2007-04-27,67,73.76
2007-05-04,65,73.10
2007-05-11,61,74.88
2007-05-18,63,74.77
2007-05-25,63,75.71
2007-06-01,63,78.14
2007-06-08,64,78.52
2007-06-15,63,81.11
2007-06-22,60,80.90
2007-06-29,63,78.30
2007-07-06,61,78.81
2007-07-13,65,85.13
2007-07-20,66,83.20
2007-07-27,68,76.02
2007-08-03,64,78.96
2007-08-10,64,77.55
2007-08-17,66,72.64
2007-08-24,64,76.32
2007-08-31,63,75.77
2007-09-07,60,73.44
2007-09-14,60,73.16
2007-09-21,61,78.16
2007-09-28,61,78.43
2007-10-05,62,80.33
2007-10-12,64,80.30
2007-10-19,64,73.57
2007-10-26,64,75.04
2007-11-02,67,74.76
2007-11-09,63,70.41
2007-11-16,63,69.44
2007-11-23,72,68.63
2007-11-30,71,71.90
2007-12-07,69,74.20
2007-12-14,63,73.39
2007-12-21,63,72.73
2007-12-28,64,73.16
2008-01-04,69,68.53
2008-01-11,74,66.01
2008-01-18,63,62.81
2008-01-25,65,65.93
2008-02-01,65,71.76
2008-02-08,65,68.01
2008-02-15,62,69.95
2008-02-22,62,71.18
2008-02-29,65,72.33
2008-03-07,63,69.84
2008-03-14,60,74.79
2008-03-21,60,
2008-03-28,60,77.09
2008-04-04,63,77.83
2008-04-11,62,74.80
2008-04-18,61,85.28
2008-04-25,60,82.25
2008-05-02,62,82.80
2008-05-09,60,81.76
2008-05-16,60,83.70
2008-05-23,59,81.55
2008-05-30,59,82.64
2008-06-06,60,79.99
2008-06-13,61,81.50
2008-06-20,61,79.08
2008-06-27,61,73.75
2008-07-04,62,
2008-07-11,62,69.81
2008-07-18,64,70.89
2008-07-25,67,70.48
2008-08-01,69,68.14
2008-08-08,66,70.90
2008-08-15,66,70.35
2008-08-22,65,70.27
2008-08-29,63,70.73
2008-09-05,59,64.07
2008-09-12,63,65.46
2008-09-19,63,66.49
2008-09-26,64,64.13
2008-10-03,66,51.21
2008-10-10,66,43.13
2008-10-17,66,39.32
2008-10-24,67,33.30
2008-10-31,68,38.20
2008-11-07,62,38.45
2008-11-14,65,36.96
2008-11-21,67,34.67
2008-11-28,61,40.99
2008-12-05,63,38.26
2008-12-12,67,42.08
2008-12-19,65,42.69
2008-12-26,62,42.72
2009-01-02,68,46.91
2009-01-09,71,43.20
2009-01-16,66,39.55
2009-01-23,62,35.66
2009-01-30,65,30.85
2009-02-06,63,33.28
2009-02-13,60,30.94
2009-02-20,64,26.66
2009-02-27,64,24.61
2009-03-06,66,23.23
2009-03-13,62,26.78
2009-03-20,61,27.07
2009-03-27,61,30.35
2009-04-03,59,32.15
2009-04-10,59,
2009-04-17,58,32.29
2009-04-24,58,33.63
2009-05-01,58,37.26
2009-05-08,59,39.64
2009-05-15,59,35.74
2009-05-22,60,34.31
2009-05-29,62,35.46
2009-06-05,63,38.47
2009-06-12,63,37.73
2009-06-19,61,33.65
2009-06-26,61,34.56
2009-07-03,59,
2009-07-10,61,30.53
2009-07-17,64,33.99
2009-07-24,65,42.00
2009-07-31,64,44.06
2009-08-07,65,47.78
2009-08-14,65,46.00
2009-08-21,64,47.30
2009-08-28,64,46.71
2009-09-04,63,46.11
2009-09-11,63,48.53
2009-09-18,65,53.42
2009-09-25,65,51.20
2009-10-02,61,48.83
2009-10-09,62,53.64
2009-10-16,64,54.57
2009-10-23,63,57.60
2009-10-30,69,55.06
2009-11-06,64,57.60
2009-11-13,63,58.78
2009-11-20,63,57.95
2009-11-27,64,57.45
2009-12-04,65,58.30
2009-12-11,62,57.51
2009-12-18,64,57.19
2009-12-25,62,
2010-01-01,68,
2010-01-08,64,60.34
2010-01-15,63,60.12
2010-01-22,62,54.25
2010-01-29,62,52.24
2010-02-05,61,51.75
2010-02-12,61,56.20
2010-02-19,61,58.25
2010-02-26,64,57.05
2010-03-05,69,59.23
2010-03-12,61,60.36
2010-03-19,60,59.37
2010-03-26,61,62.44
2010-04-02,61,
2010-04-09,59,65.27
2010-04-16,59,66.88
2010-04-23,59,68.78
2010-04-30,58,68.09
2010-05-07,61,62.10
2010-05-14,61,64.88
2010-05-21,61,60.09
2010-05-28,60,60.76
2010-06-04,59,57.76
2010-06-11,58,60.23
2010-06-18,58,65.85
2010-06-25,57,64.71
2010-07-02,57,59.18
2010-07-09,60,64.72
2010-07-16,62,63.94
2010-07-23,66,69.31
2010-07-30,64,69.75
2010-08-06,66,71.56
2010-08-13,66,68.01
2010-08-20,65,68.86
2010-08-27,71,65.90
2010-09-03,63,70.08
2010-09-10,64,71.26
2010-09-17,62,73.18
2010-09-24,63,79.73
2010-10-01,65,78.22
2010-10-08,62,80.37
2010-10-15,63,79.75
2010-10-22,66,78.33
2010-10-29,69,78.60
2010-11-05,66,83.54
2010-11-12,64,81.04
2010-11-19,67,83.97
2010-11-26,64,84.13
2010-12-03,66,89.38
2010-12-10,68,89.94
2010-12-17,63,92.59
2010-12-24,63,
2010-12-31,63,93.66
2011-01-07,66,93.73
2011-01-14,70,94.01
2011-01-21,64,92.75
2011-01-28,65,95.68
2011-02-04,63,99.59
2011-02-11,65,103.54
2011-02-18,66,105.86
2011-02-25,65,102.00
2011-03-04,65,103.04
2011-03-11,63,100.02
2011-03-18,61,105.06
2011-03-25,64,109.09
2011-04-01,64,113.12
2011-04-08,65,109.82
2011-04-15,66,107.21
2011-04-22,69,
2011-04-29,69,115.41
2011-05-06,66,110.34
2011-05-13,68,106.33
2011-05-20,69,104.33
2011-05-27,71,104.60
2011-06-03,72,101.10
2011-06-10,70,96.79
2011-06-17,73,95.95
2011-06-24,74,100.01
2011-07-01,71,108.62
2011-07-08,68,110.41
2011-07-15,71,109.36
2011-07-22,68,105.15
2011-07-29,71,98.79
2011-08-05,73,90.99
2011-08-12,72,89.81
2011-08-19,71,79.97
2011-08-26,70,85.16
2011-09-02,67,85.38
2011-09-09,68,83.96
2011-09-16,71,85.90
2011-09-23,69,73.86
2011-09-30,73,73.84
2011-10-07,72,75.52
2011-10-14,72,84.09
2011-10-21,75,87.39
2011-10-28,82,96.85
2011-11-04,78,95.74
2011-11-11,75,96.13
2011-11-18,73,93.93
2011-11-25,74,86.72
2011-12-02,74,96.29
2011-12-09,72,95.97
2011-12-16,75,87.20
2011-12-23,76,92.25
2011-12-30,74,90.60
2012-01-06,73,95.76
2012-01-13,77,102.48
2012-01-20,72,105.64
2012-01-27,74,111.28
2012-02-03,76,113.94
2012-02-10,75,111.75
2012-02-17,72,113.95
2012-02-24,73,116.00
2012-03-02,77,112.49
2012-03-09,73,110.22
2012-03-16,70,113.58
2012-03-23,71,107.83
2012-03-30,70,106.52
2012-04-06,74,
2012-04-13,70,105.89
2012-04-20,71,107.73
2012-04-27,74,104.56
2012-05-04,77,98.44
2012-05-11,74,95.50
2012-05-18,72,88.68
2012-05-25,71,89.94
2012-06-01,71,85.52
2012-06-08,75,87.60
2012-06-15,72,86.93
2012-06-22,72,84.96
2012-06-29,72,84.91
2012-07-06,73,84.61
2012-07-13,74,82.07
2012-07-20,74,80.95
2012-07-27,77,86.16
2012-08-03,74,85.02
2012-08-10,74,88.94
2012-08-17,75,90.01
2012-08-24,78,87.47
2012-08-31,77,85.33
2012-09-07,75,88.10
2012-09-14,74,93.17
2012-09-21,76,91.72
2012-09-28,75,86.04
2012-10-05,76,85.43
2012-10-12,75,82.82
2012-10-19,77,83.86
2012-10-26,84,84.25
2012-11-02,81,85.79
2012-11-09,75,84.95
2012-11-16,77,81.93
2012-11-23,77,84.16
2012-11-30,82,85.24
2012-12-07,84,86.99
2012-12-14,86,89.00
2012-12-21,83,87.90
2012-12-28,87,86.81
2013-01-04,85,94.92
2013-01-11,87,95.19
2013-01-18,77,97.62
2013-01-25,81,95.58
2013-02-01,80,99.49
2013-02-08,80,96.85
2013-02-15,80,95.61
2013-02-22,80,91.54
2013-03-01,85,91.36
2013-03-08,82,90.51
2013-03-15,80,88.83
2013-03-22,79,87.48
2013-03-29,83,
2013-04-05,81,84.60
2013-04-12,78,85.05
2013-04-19,79,80.43
2013-04-26,78,84.68
2013-05-03,78,86.98
2013-05-10,74,88.62
2013-05-17,80,87.67
2013-05-24,79,86.21
2013-05-31,82,85.80
2013-06-07,82,84.65
2013-06-14,84,83.87
2013-06-21,80,83.12
2013-06-28,79,82.49
2013-07-05,81,82.14
2013-07-12,81,87.17
2013-07-19,82,85.65
2013-07-26,83,82.06
2013-08-02,84,84.30
2013-08-09,87,84.51
2013-08-16,85,85.16
2013-08-23,82,83.89
2013-08-30,86,82.54
2013-09-06,80,83.39
2013-09-13,79,87.01
2013-09-20,78,84.75
2013-09-27,81,83.80
2013-10-04,80,84.20
2013-10-11,81,85.61
2013-10-18,86,87.34
2013-10-25,88,84.77
2013-11-01,100,83.59
2013-11-08,86,84.24
2013-11-15,88,83.74
2013-11-22,85,82.88
2013-11-29,86,84.60
2013-12-06,83,85.50
2013-12-13,84,86.05
2013-12-20,85,88.93
2013-12-27,88,90.87
2014-01-03,85,89.82
2014-01-10,84,90.51
2014-01-17,88,91.44
2014-01-24,84,86.17
2014-01-31,82,93.91
2014-02-07,80,94.87
2014-02-14,84,96.55
2014-02-21,85,97.50
2014-02-28,85,96.97
2014-03-07,84,97.05
2014-03-14,80,95.39
2014-03-21,82,97.39
2014-03-28,82,99.39
2014-04-04,81,102.17
2014-04-11,81,101.45
2014-04-18,83,
2014-04-25,82,104.69
2014-05-02,82,
